StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,1_1,1_2,1_3,1_8,1_9,2_1,2_2,2_3,2_8,2_9,T1_1,T1_2,T1_3,T1_4,T1_5,T1_6,T1_7,GA1_1,GA1_2,GA1_3,GA1_4,GA1_5,GA2,GA3_1,GA3_2,GA3_3,GA3_4,GA3_5,GA3_6,GA3_7,GA3_8,GA4,GA5,GA6,N1_1,N1_2,N1_3,N1_4,N1_5,N2,N3_1,N3_2,N3_3,N3_4,N3_5,N3_6,N3_7,N3_8,N4,N5,N6,FB1_1,FB1_2,FB1_3,FB1_4,FB1_5,FB2,FB3_1,FB3_2,FB3_3,FB3_4,FB3_5,FB3_6,FB3_7,FB3_8,FB4,FB5,FB6,1,2_1,imid,Q_Language,group,SC1,SC2,SC3
2021-10-19 08:48:33,2021-10-19 08:52:26,IP Address,100,233,True,2021-10-19 08:52:26,R_43kaV6eicsRZSjn,anonymous,NL,0.89999997615814208984375,"Immigratie ",Economie,Landbouw,Veiligheid,Irak,Peter,Economie,Bitcoin,Veiligheid,Irak,Agree -6,Neither agree nor disagree - 4,Somewhat agree -5,Agree -6,Somewhat agree -5,Neither agree nor disagree - 4,Agree -6,Somewhat agree - 5,Agree - 6,Strongly agree - 7,Somewhat agree - 5,Strongly agree - 7,Slightly too much attention - 5,Far too much - 7,Moderately too much - 6,Neither too much nor too little - 4,Slightly too much - 5,Slightly too much - 5,Moderately too much - 6,Far too much - 7,Moderately too much - 6,Somewhat disagree - 3,Agree - 6,Most of the time - 6,Neither agree of disagree - 4,Agree - 6,Neither agree of disagree - 4,Agree - 6,Strongly agree - 7,Slightly too much attention - 5,Slightly too much - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Far too much - 7,Moderately too much - 6,Slightly too much - 5,Moderately too much - 6,Moderately too much - 6,Somewhat agree - 5,Agree - 6,Most of the time - 6,Somewhat agree - 5,Agree - 6,Neither agree nor disagree - 4,Agree - 6,Strongly agree - 7,Slightly too much attention - 5,Neither too much nor too little - 4,Moderately too much - 6,Moderately too much - 6,Far too much - 7,Slightly too much - 5,Neither too much nor too little - 4,Moderately too much - 6,Far too much - 7,Agree - 6,Agree - 6,Most of the time - 6,Very interesting - 4,8,4437545,NL,GA,5,5,5
2021-10-19 08:46:18,2021-10-19 08:52:43,IP Address,100,384,True,2021-10-19 08:52:43,R_2VCpLRypketlQYA,anonymous,NL,0.89999997615814208984375,Covid-19 virus,Beperkte zorgcapaciteit,Onderwijs en tekort aan personeel,"Criminaliteit ","Armoede ","Covid-19 besmettingen ","Ziekenhuizen annuleren operaties ",Criminaliteit - man voor tram gegooid,Stadion NEC,"Ajax champions League ",Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Somewhat agree -5,Somewhat agree -5,,,,,,,,,,,,,,,,,,Somewhat agree - 5,Somewhat agree - 5,Neither agree of disagree - 4,Neither agree of disagree - 4,Somewhat agree - 5,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too little - 3,Slightly too much - 5,Neither too much nor too little - 4,Slightly too little - 3,Slightly too little - 3,Slightly too much - 5,Neither agree nor disagree - 4,Somewhat agree - 5,About half of the time - 4,,,,,,,,,,,,,,,,,,Very interesting - 4,5,4408379,NL,NOS,1,0,5
2021-10-19 08:50:06,2021-10-19 08:52:56,IP Address,100,170,True,2021-10-19 08:52:57,R_2SoAJxBQDow6kPX,anonymous,NL,1,pandemie,economische recessie,woningbouw,gezondheidszorg,asielzoekers,pandemie,gezondheidszorg,opvang asielzoekers,beveiliging politici,tekort woningbouw,Agree -6,Agree -6,Neither agree nor disagree - 4,Somewhat agree -5,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,,,,,,,,,,,,,,,,,,Agree - 6,Agree - 6,Disagree - 2,Disagree - 2,Disagree - 2,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Never - 1,,,,,,,,,,,,,,,,,,Moderately interesting - 3,6,3132317,NL,NOS,0,0,5
2021-10-19 08:46:05,2021-10-19 08:53:33,IP Address,100,448,True,2021-10-19 08:53:33,R_pzVaNeb0qfBWsVj,anonymous,NL,1,Corona,Stikstof,P-Fas,Woningnood,Zorg,Misdaad,Milieu,Zorg,Corona,Politiek,Agree -6,Agree -6,Agree -6,Neither agree nor disagree - 4,Disagree - 2,Neither agree nor disagree - 4,Disagree - 2,,,,,,,,,,,,,,,,,,Neither agree of disagree - 4,Somewhat disagree - 3,Neither agree of disagree - 4,Somewhat agree - 5,Neither agree of disagree - 4,Slightly too much attention - 5,Neither too much nor too little - 4,Slightly too little - 3,Slightly too little - 3,Neither too much nor too little - 4,Slightly too much - 5,Moderately too little - 2,Moderately too little - 2,Moderately too much - 6,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Never - 1,Strongly disagree - 1,Strongly disagree - 1,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Agree - 6,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Far too little - 1,Neither too much nor too little - 4,Neither agree nor disagree - 4,Strongly disagree - 1,Never - 1,Very interesting - 4,9,1773810,NL,FB,0,4,3
2021-10-19 08:53:33,2021-10-19 08:53:51,IP Address,100,17,True,2021-10-19 08:53:51,R_1CrxbDaSHXvj5LK,anonymous,NL,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595554,NL,,,,
2021-10-19 08:52:17,2021-10-19 08:54:19,IP Address,100,121,True,2021-10-19 08:54:19,R_ZITbdcE08vqahvX,anonymous,NL,1,vluchtelingen,gas,armoede,.,.,.,.,.,.,.,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,About half of the time - 4,Neither agree of disagree - 4,Neither agree of disagree - 4,Neither agree of disagree - 4,Neither agree of disagree - 4,Neither agree of disagree - 4,Slightly too much attention - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,About half of the time - 4,Neither agree nor disagree - 4,Somewhat disagree - 3,Somewhat disagree - 3,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Slightly too much attention - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,About half of the time - 4,Moderately interesting - 3,7,177034,NL,GA,5,5,3
2021-10-19 08:50:55,2021-10-19 08:56:04,IP Address,100,309,True,2021-10-19 08:56:05,R_297hQ05dT1wk7oG,anonymous,NL,1,Drugscriminaliteit,Migratie,Woningaanbod,Klimaat,Corruptie,Stadion Nijmegen,Corona,Aanrijding tram,Formatie,Stroomstoring Haarlem,Somewhat agree -5,Somewhat agree -5,Neither agree nor disagree - 4,Somewhat disagree - 3,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,,,,,,,,,,,,,,,,,,Agree - 6,Agree - 6,Disagree - 2,Disagree - 2,Disagree - 2,Slightly too little attention - 3,Moderately too little - 2,Slightly too much - 5,Far too little - 1,Moderately too much - 6,Slightly too little - 3,Far too little - 1,Far too little - 1,Far too little - 1,Agree - 6,Agree - 6,Sometimes - 3,,,,,,,,,,,,,,,,,,Very interesting - 4,8,4724788,NL,NOS,0,1,5
2021-10-19 08:51:48,2021-10-19 08:56:13,IP Address,100,264,True,2021-10-19 08:56:14,R_30195k1JjFHOaDv,anonymous,NL,1,corona,werkloosheid,milieu,woningnood,migratie,corona,milieu,woningnood,migratie,zorg,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Disagree - 2,Disagree - 2,Disagree - 2,Somewhat agree - 5,Somewhat agree - 5,Disagree - 2,Strongly disagree - 1,Strongly disagree - 1,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Slightly too much - 5,Slightly too little - 3,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Far too little - 1,Agree - 6,Disagree - 2,About half of the time - 4,Agree - 6,Strongly agree - 7,Strongly disagree - 1,Strongly disagree - 1,Strongly disagree - 1,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Moderately too much - 6,Agree - 6,Disagree - 2,About half of the time - 4,Disagree - 2,Strongly disagree - 1,Agree - 6,Agree - 6,Agree - 6,Slightly too much attention - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Far too little - 1,Somewhat agree - 5,Disagree - 2,About half of the time - 4,Very interesting - 4,4,4674504,NL,GA,5,5,3
2021-10-19 08:53:48,2021-10-19 08:57:31,IP Address,100,222,True,2021-10-19 08:57:32,R_1NadHpGGgvRZjNC,anonymous,NL,1,duurzaamheid,energie,formatie,klimaat,huizenbouw,gasprijs,formatie,voetbal,geweld,klimaat,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Agree - 6,Agree - 6,Disagree - 2,Neither agree nor disagree - 4,Somewhat agree - 5,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Slightly too much - 5,Slightly too much - 5,Slightly too much - 5,Somewhat agree - 5,Somewhat agree - 5,About half of the time - 4,Agree - 6,Somewhat agree - 5,Disagree - 2,Somewhat disagree - 3,Somewhat disagree - 3,Moderately too much attention - 6,Slightly too much - 5,Slightly too much - 5,Neither too much nor too little - 4,Slightly too much - 5,Slightly too much - 5,Moderately too much - 6,Moderately too much - 6,Moderately too much - 6,Somewhat agree - 5,Strongly agree - 7,Usually - 5,Somewhat disagree - 3,Neither agree nor disagree - 4,Somewhat disagree - 3,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Slightly too little attention - 3,Slightly too little - 3,Slightly too little - 3,Slightly too little - 3,Slightly too little - 3,Slightly too little - 3,Far too much - 7,Far too much - 7,Slightly too much - 5,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Usually - 5,Very interesting - 4,7,170872,NL,GA,3,4,5
2021-10-19 08:49:49,2021-10-19 08:57:35,IP Address,100,465,True,2021-10-19 08:57:35,R_3PRFJZDuJkoyGfk,anonymous,NL,1,"Corona ","Asielzoekers ","Woningnood ","Werkgelegenheid ",Milieu,Corona,Tekort aan zorgpersoneel,Asielzoekers,Ongelukken op de weg,"Werkgelegenheid ",Agree -6,Agree -6,Agree -6,Somewhat agree -5,Neither agree nor disagree - 4,Somewhat disagree - 3,Somewhat disagree - 3,,,,,,,,,,,,,,,,,,Agree - 6,Agree - 6,Disagree - 2,Neither agree of disagree - 4,Disagree - 2,Slightly too much attention - 5,Neither too much nor too little - 4,Slightly too much - 5,Moderately too little - 2,Moderately too much - 6,Neither too much nor too little - 4,Far too little - 1,Far too little - 1,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Usually - 5,,,,,,,,,,,,,,,,,,Slightly interesting - 2,7,663421,NL,NOS,0,0,5
2021-10-19 08:51:28,2021-10-19 08:57:49,IP Address,100,380,True,2021-10-19 08:57:49,R_2319UGjioMMcTgF,anonymous,NL,0.89999997615814208984375,"Milieu ","Overbevolking ",Verharding samenleving,"Belastingontduiking ","Energie ","Formatie ",Stijging coronabesmettingen,Energieprijs,Tramongeval,"Test baarmoederhalskanker ",Agree -6,Agree -6,Agree -6,Agree -6,Disagree - 2,Disagree - 2,Disagree - 2,,,,,,,,,,,,,,,,,,Agree - 6,Agree - 6,Strongly disagree - 1,Strongly disagree - 1,Strongly disagree - 1,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Never - 1,,,,,,,,,,,,,,,,,,Extremely interesting - 5,2,3148974,NL,NOS,1,0,5
2021-10-19 08:50:50,2021-10-19 08:57:52,IP Address,100,422,True,2021-10-19 08:57:52,R_3iyWW8eL1JNRPSd,anonymous,NL,0.89999997615814208984375,Corona,Woningen,Energieprijzen,Criminaliteit,"Milieu ",Proces Peter de Vries,Corona,Kabinet,Haagse tramduwers,Energie,Agree -6,Agree -6,Agree -6,Agree -6,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Somewhat agree - 5,Somewhat agree - 5,Neither agree nor disagree - 4,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Neither too much nor too little - 4,Slightly too much - 5,Neither too much nor too little - 4,Moderately too little - 2,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Never - 1,Moderately interesting - 3,5,1865934,NL,FB,0,5,0
2021-10-19 08:54:23,2021-10-19 08:57:54,IP Address,100,211,True,2021-10-19 08:57:55,R_25yEe3Kqc1y63MG,anonymous,NL,0.89999997615814208984375,covid,huizenmarkt,milieu,veiligheid,economie,corona,energiestijging,veiligheid,natuur,huizenmarkt,Strongly agree - 7,Strongly agree - 7,Strongly agree - 7,Strongly agree - 7,Strongly disagree - 1,Strongly disagree - 1,Strongly disagree - 1,,,,,,,,,,,,,,,,,,Strongly agree - 7,Strongly agree - 7,Strongly disagree - 1,Strongly disagree - 1,Strongly disagree - 1,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Never - 1,,,,,,,,,,,,,,,,,,Moderately interesting - 3,4,3855030,NL,NOS,0,1,4
2021-10-19 08:52:31,2021-10-19 08:58:31,IP Address,100,359,True,2021-10-19 08:58:31,R_2v7WXrm2hYa7rKE,anonymous,NL,0.89999997615814208984375,"Drugshandel ","Criminaliteit ",Energieprijzen,"Bedreigingen ",Kabinet,"Drugshandel ",Kabinet,"Bedreigingen ",Energieprijzen,"Klimaatverandering ",Somewhat agree -5,Somewhat agree -5,Agree -6,Somewhat agree -5,Agree -6,Disagree - 2,Somewhat agree -5,,,,,,,,,,,,,,,,,,Agree - 6,Strongly agree - 7,Somewhat agree - 5,Agree - 6,Agree - 6,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Slightly too much - 5,Slightly too little - 3,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too much - 5,Moderately too much - 6,Slightly too little - 3,Somewhat agree - 5,Somewhat agree - 5,Never - 1,,,,,,,,,,,,,,,,,,Not interesting at all - 1,6,4020447,NL,NOS,0,0,4
2021-10-19 08:50:38,2021-10-19 08:58:45,IP Address,100,487,True,2021-10-19 08:58:45,R_1mgh0L7l2EMYED9,anonymous,NL,0.89999997615814208984375,formatie,stikstof,covid,woningbouw,gezondheidszorg,formatie,stikstof,formatie Duitsland,personeelstekort,gezondheidszorg,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Neither agree nor disagree - 4,Somewhat disagree - 3,Disagree - 2,Disagree - 2,Neither agree nor disagree - 4,Somewhat disagree - 3,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Slightly too little attention - 3,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too little - 3,Slightly too little - 3,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Somewhat agree - 5,Neither agree nor disagree - 4,About half of the time - 4,Somewhat agree - 5,Somewhat agree - 5,Disagree - 2,Disagree - 2,Disagree - 2,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too little - 3,Slightly too little - 3,Slightly too little - 3,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Somewhat agree - 5,Somewhat agree - 5,About half of the time - 4,Disagree - 2,Disagree - 2,Neither agree nor disagree - 4,Somewhat agree - 5,Somewhat agree - 5,Slightly too little attention - 3,Moderately too little - 2,Moderately too little - 2,Moderately too little - 2,Neither too much nor too little - 4,Slightly too little - 3,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Disagree - 2,Disagree - 2,About half of the time - 4,Moderately interesting - 3,7,4067149,NL,FB,2,5,3
2021-10-19 08:52:54,2021-10-19 09:00:16,IP Address,100,441,True,2021-10-19 09:00:16,R_2YP2snLA0fbO3WB,anonymous,NL,0.89999997615814208984375,Armoede,Gezondheidszorg,Klimaat,Woningnood,Onderwijs,Onderwijs,Vluchtelingen,Criminaliteit,Formatie,Zorg,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Agree -6,Somewhat disagree - 3,Disagree - 2,Disagree - 2,,,,,,,,,,,,,,,,,,Agree - 6,Agree - 6,Disagree - 2,Disagree - 2,Disagree - 2,Moderately too much attention - 6,Slightly too much - 5,Neither too much nor too little - 4,Slightly too little - 3,Slightly too little - 3,Slightly too much - 5,Far too much - 7,Far too much - 7,Slightly too much - 5,Somewhat disagree - 3,Somewhat agree - 5,Usually - 5,,,,,,,,,,,,,,,,,,Very interesting - 4,3,46940,NL,NOS,1,0,4
2021-10-19 08:51:59,2021-10-19 09:00:34,IP Address,100,515,True,2021-10-19 09:00:35,R_OHAgOtL3TZLqEp3,anonymous,NL,0.89999997615814208984375,"Klimaatverandering ",Woningtekort,"Huizenprijzen ",Gasprijs,Regeringsformatie,"Oplopende Coronabesmettingen ","Voetbalgeweld tegen politie ",Vluchtelingen opvang,Zorgpremie 2022,"Zelftest voor baarmoederhalskanker ",Neither agree nor disagree - 4,Somewhat agree -5,Somewhat agree -5,Neither agree nor disagree - 4,Disagree - 2,Disagree - 2,Neither agree nor disagree - 4,,,,,,,,,,,,,,,,,,Neither agree of disagree - 4,Neither agree of disagree - 4,Neither agree of disagree - 4,Neither agree of disagree - 4,Somewhat disagree - 3,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too little - 3,Far too little - 1,Far too little - 1,Neither too much nor too little - 4,Agree - 6,Agree - 6,Never - 1,,,,,,,,,,,,,,,,,,Moderately interesting - 3,5,2764624,NL,NOS,0,0,3
2021-10-19 08:53:35,2021-10-19 09:00:41,IP Address,100,426,True,2021-10-19 09:00:42,R_2tan9fTdsXOg3Ei,anonymous,NL,0.89999997615814208984375,economie,immigratie,gezondheidszorg,woningnood,corona,woningnood,corona,nieuw parlement,armoede,economie,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,,,,,,,,,,,,,,,,,,Agree - 6,Agree - 6,Disagree - 2,Neither agree of disagree - 4,Disagree - 2,Moderately too much attention - 6,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Never - 1,,,,,,,,,,,,,,,,,,Very interesting - 4,6,5029808,NL,NOS,0,0,5
2021-10-19 08:53:00,2021-10-19 09:00:47,IP Address,100,467,True,2021-10-19 09:00:48,R_1qVytGYfdxJh6Gf,anonymous,NL,0.89999997615814208984375,Wonen,Klimaat,Veiligheid,Stikstof,Misdaad,Klimaat,Wonen,Stikstof,Veiligheid,Misdaad,Somewhat agree -5,Somewhat agree -5,Neither agree nor disagree - 4,Somewhat agree -5,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Disagree - 2,,,,,,,,,,,,,,,,,,Somewhat disagree - 3,Somewhat agree - 5,Disagree - 2,Disagree - 2,Disagree - 2,Moderately too much attention - 6,Neither too much nor too little - 4,Neither too much nor too little - 4,Moderately too little - 2,Slightly too much - 5,Neither too much nor too little - 4,Slightly too little - 3,Moderately too little - 2,Slightly too much - 5,Neither agree nor disagree - 4,Somewhat disagree - 3,Never - 1,,,,,,,,,,,,,,,,,,Very interesting - 4,8,47776,NL,NOS,0,0,5
2021-10-19 08:50:11,2021-10-19 09:01:24,IP Address,100,672,True,2021-10-19 09:01:24,R_1ln1JEyRzaTbQzQ,anonymous,NL,0.89999997615814208984375,Covid 19,"Veiligheid ","Vluchtelingen ","Gezondheidszorg ","Vacatures onderwijs ",Stijging positieve corona tests,Goffertstadion Nijmegen dicht,Amputatie langs snelweg,"Limburgers niet voorbereid op overstroming ","Contractverlenging Koeman ",Somewhat disagree - 3,Somewhat agree -5,Somewhat agree -5,Somewhat disagree - 3,Disagree - 2,Somewhat disagree - 3,Disagree - 2,,,,,,,,,,,,,,,,,,Agree - 6,Agree - 6,Disagree - 2,Disagree - 2,Disagree - 2,Slightly too little attention - 3,Neither too much nor too little - 4,Slightly too little - 3,Slightly too little - 3,Slightly too much - 5,Slightly too much - 5,Neither too much nor too little - 4,Slightly too much - 5,Far too much - 7,Neither agree nor disagree - 4,Disagree - 2,Seldom - 2,,,,,,,,,,,,,,,,,,Slightly interesting - 2,8,2697768,NL,NOS,0,0,4
2021-10-19 08:52:28,2021-10-19 09:01:27,IP Address,100,539,True,2021-10-19 09:01:28,R_BQFs2tUurXrEARX,anonymous,NL,0.89999997615814208984375,formatie,stikstof,woningbouw,belastingdienst,overheid,stijging corona,uitlekken staatsbezoek,links wint in italie,grote aktie academische ziekenhuizen,jagen royals kroondomein,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,,,,,,,,,,,,,,,,,,Neither agree of disagree - 4,Neither agree of disagree - 4,Neither agree of disagree - 4,Neither agree of disagree - 4,Neither agree of disagree - 4,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Never - 1,Disagree - 2,Disagree - 2,Disagree - 2,Disagree - 2,Disagree - 2,Neither too much nor too little attention - 4,Moderately too little - 2,Moderately too little - 2,Moderately too little - 2,Moderately too little - 2,Moderately too little - 2,Moderately too little - 2,Moderately too little - 2,Moderately too little - 2,Disagree - 2,Disagree - 2,Never - 1,Moderately interesting - 3,3,43596,NL,FB,0,5,2
2021-10-19 08:53:08,2021-10-19 09:02:12,IP Address,100,544,True,2021-10-19 09:02:13,R_2uqZ5UL1PP1TzZc,anonymous,NL,0.89999997615814208984375,Covid,Energie prijzen,Stikstof crisis,Woningbouw,Formatie,Covid,Milieu,Polen en EU,Geweld,Formatie,Agree -6,Agree -6,Agree -6,Strongly agree - 7,Disagree - 2,Somewhat agree -5,Strongly disagree - 1,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither agree nor disagree - 4,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Somewhat agree - 5,Somewhat agree - 5,About half of the time - 4,Agree - 6,Agree - 6,Disagree - 2,Strongly disagree - 1,Strongly disagree - 1,Slightly too much attention - 5,Neither too much nor too little - 4,Neither too much nor too little - 4,Moderately too little - 2,Slightly too little - 3,Slightly too much - 5,Neither too much nor too little - 4,Moderately too little - 2,Neither too much nor too little - 4,Agree - 6,Agree - 6,Usually - 5,Somewhat disagree - 3,Disagree - 2,Somewhat agree - 5,Agree - 6,Agree - 6,Slightly too little attention - 3,Slightly too little - 3,Slightly too little - 3,Slightly too little - 3,Slightly too little - 3,Slightly too little - 3,Slightly too little - 3,Slightly too little - 3,Neither too much nor too little - 4,Somewhat disagree - 3,Somewhat disagree - 3,About half of the time - 4,Very interesting - 4,2,2418880,NL,FB,2,5,3
2021-10-19 08:54:14,2021-10-19 09:02:55,IP Address,100,520,True,2021-10-19 09:02:55,R_3jZjdIjOFecnwEE,anonymous,NL,1,"Klimaat ",Woningnood,Migratie,Armoede,"Belastingen ",Klimaat,"Criminaliteit ",Woningnood,Migratie,Gas,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Somewhat agree -5,Agree -6,Somewhat agree -5,Agree - 6,Agree - 6,Agree - 6,Agree - 6,Agree - 6,Neither too much nor too little attention - 4,Slightly too much - 5,Neither too much nor too little - 4,Slightly too much - 5,Slightly too much - 5,Slightly too much - 5,Neither too much nor too little - 4,Slightly too much - 5,Slightly too little - 3,Agree - 6,Somewhat agree - 5,Usually - 5,Agree - 6,Somewhat agree - 5,Somewhat agree - 5,Somewhat agree - 5,Agree - 6,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Slightly too little - 3,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Somewhat agree - 5,Somewhat agree - 5,About half of the time - 4,Somewhat agree - 5,Somewhat agree - 5,Somewhat agree - 5,Somewhat agree - 5,Somewhat agree - 5,Neither too much nor too little attention - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Neither too much nor too little - 4,Somewhat agree - 5,Somewhat agree - 5,Usually - 5,Very interesting - 4,9,43669,NL,GA,5,5,5
